         66953 function calls (63609 primitive calls) in 19.583 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\starlette\middleware\__init__.py:33(__iter__)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\common.py:209(count_not_none)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_readers.py:148(ChunkedReader)
        3    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_core_utils.py:469(can_be_inlined)
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\weakref.py:253(popitem)
       11    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\fields.py:580(rebuild_annotation)
        3    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\starlette\requests.py:117(headers)
       27    0.000    0.000    0.000    0.000 {method 'done' of '_asyncio.Future' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\proactor_events.py:860(_stop_accept_futures)
        7    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:375(<genexpr>)
       12    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_generate_schema.py:2322(apply_validators)
       12    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\dateutil\parser\_parser.py:208(isnum)
        3    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\concurrent\futures\_base.py:452(exception)
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\base_events.py:1902(set_debug)
        2    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\weakref.py:153(__contains__)
       21    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_connection.py:212(their_state)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\arrays\datetimelike.py:2152(unit)
        5    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:786(__init__)
       14    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_generate_schema.py:330(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:1037(<listcomp>)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\numpy\core\_dtype.py:178(_datetime_metadata_str)
       18    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        3    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_generate_schema.py:2552(resolve_original_schema)
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\json\__init__.py:244(detect_encoding)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\arrays\datetimelike.py:2537(dtype_to_unit)
        4    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\six.py:194(find_spec)
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\concurrent\futures\thread.py:40(_WorkItem)
        2    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\queues.py:53(_put)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_headers.py:171(<setcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\config.py:374(__init__)
       20    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_headers.py:117(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\_weakrefset.py:53(_commit_removals)
        2    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\email\_policybase.py:281(_sanitize_header)
       11    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_generate_schema.py:211(apply_each_item_validators)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\dtypes\common.py:1596(pandas_dtype)
        2    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\weakref.py:353(__init__)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\uvicorn\protocols\http\h11_impl.py:524(receive)
       10    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\_collections_abc.py:315(__subclasshook__)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_events.py:259(Data)
        7    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\threading.py:273(_release_save)
       12    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:654(_is_kw_only)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\starlette\datastructures.py:590(__delitem__)
        4    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\numpy\core\numerictypes.py:282(issubclass_)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\uvicorn\protocols\http\h11_impl.py:366(__init__)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\uvicorn\protocols\http\h11_impl.py:160(_should_upgrade)
       15    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\transports.py:264(__init__)
       12    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_util.py:127(bytesify)
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1381(_fixupChildren)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_fields.py:64(_update_fields_from_docstrings)
        3    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\starlette\datastructures.py:495(__init__)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_events.py:337(__init__)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_config.py:215(push)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\util\_validators.py:398(validate_inclusive)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\uvicorn\protocols\http\flow_control.py:10(FlowControl)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\fastapi\routing.py:494(<setcomp>)
       27    0.000    0.000    0.000    0.000 {method 'lower' of 'bytes' objects}
       14    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_core_utils.py:510(<listcomp>)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_generate_schema.py:2586(push)
        9    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\base_events.py:684(is_running)
        1    0.000    0.000    0.000    0.000 {built-in method _winapi.CloseHandle}
        6    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1298(disable)
        3    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\weakref.py:428(__setitem__)
       11    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_generate_schema.py:1320(<listcomp>)
       14    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_generate_schema.py:2583(__init__)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_generate_schema.py:2363(apply_model_validators)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\uvicorn\protocols\utils.py:12(get_remote_addr)
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\inspect.py:2000(_signature_is_functionlike)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\fastapi\dependencies\utils.py:239(get_typed_annotation)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_writers.py:22(write_headers)
        6    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\enum.py:787(value)
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\weakref.py:368(__init__)
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\starlette\datastructures.py:663(__init__)
        7    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       20    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\threading.py:775(_newname)
       11    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\fields.py:543(deprecation_message)
        2    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\dateutil\parser\_parser.py:336(hms)
        2    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\email\message.py:29(_splitparam)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\starlette\datastructures.py:251(__init__)
        5    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\dateutil\parser\_parser.py:203(isword)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\dtypes\common.py:123(<lambda>)
        5    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_connection.py:248(_server_switch_event)
        2    0.000    0.000    0.000    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
        6    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\dateutil\parser\_parser.py:395(__init__)
       11    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       11    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_generate_schema.py:1321(<listcomp>)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\uvicorn\protocols\http\h11_impl.py:136(_get_upgrade)
        3    0.000    0.000    0.000    0.000 {built-in method sys.get_asyncgen_hooks}
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\dtypes\common.py:572(condition)
        6    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\transports.py:271(_maybe_pause_protocol)
        2    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\queues.py:50(_get)
        2    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        7    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\inspect.py:2997(parameters)
        2    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\windows_events.py:536(finish_send)
        5    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\threading.py:1163(daemon)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_events.py:299(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\re.py:324(_subx)
        5    0.000    0.000    0.000    0.000 {built-in method numpy.datetime_data}
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\_weakrefset.py:17(__init__)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_generate_schema.py:178(check_decorator_fields_exist)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\fastapi\applications.py:1001(<setcomp>)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\uvicorn\config.py:340(asgi_version)
        8    0.000    0.000    0.000    0.000 {method 'get_loop' of '_asyncio.Future' objects}
        6    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_receivebuffer.py:60(__len__)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_writers.py:101(ChunkedWriter)
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\email\message.py:393(__setitem__)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\uvicorn\lifespan\on.py:31(LifespanOn)
        1    0.000    0.000    0.000    0.000 {built-in method nt.cpu_count}
        5    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\dtypes\common.py:1399(_get_dtype)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_writers.py:62(BodyWriter)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\starlette\middleware\__init__.py:23(__init__)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\dtypes\common.py:1331(is_ea_or_datetimelike_dtype)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\uvicorn\middleware\proxy_headers.py:27(<setcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\contextlib.py:452(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\base_events.py:295(_detach)
        2    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\email\utils.py:51(_has_surrogates)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\type_adapter.py:333(_is_defer_build_config)
        8    0.000    0.000    0.000    0.000 {method 'add_done_callback' of '_asyncio.Task' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\mixins.py:15(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\queues.py:96(empty)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:281(_flatten_literal_params)
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\_weakrefset.py:21(__enter__)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\starlette\routing.py:674(shutdown)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\arrays\datetimes.py:2570(_validate_tz_from_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\threading.py:1473(_register_atexit)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\uvicorn\server.py:44(__init__)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\fastapi\utils.py:42(is_body_allowed_for_status_code)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\uvicorn\config.py:527(should_reload)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_receivebuffer.py:77(maybe_extract_at_most)
        1    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\base_events.py:1456(<listcomp>)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\uvicorn\protocols\utils.py:45(get_client_addr)
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\threading.py:803(<listcomp>)
       12    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\indexes\base.py:591(_ensure_array)
        2    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\urllib\parse.py:114(_coerce_args)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_receivebuffer.py:67(_extract)
        7    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_generate_schema.py:2256(_apply_model_serializers)
       11    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\arrays\datetimes.py:103(tz_to_dtype)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_writers.py:84(ContentLengthWriter)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\fastapi\dependencies\utils.py:806(<setcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:419(__init__)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_util.py:12(ProtocolError)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_writers.py:88(send_data)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_writers.py:94(send_eom)
       16    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       12    0.000    0.000    0.000    0.000 {method 'exception' of '_asyncio.Task' objects}
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\fastapi\routing.py:961(api_route)
        5    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\inspect.py:2686(annotation)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_receivebuffer.py:147(is_next_line_obviously_invalid_request_line)
        3    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\starlette\routing.py:565(__init__)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\construction.py:696(_sanitize_ndim)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\uvicorn\config.py:353(use_subprocess)
        5    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        5    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\inspect.py:2682(default)
        3    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\locks.py:194(clear)
        3    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\trsock.py:16(__init__)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\fastapi\dependencies\utils.py:912(get_body_field)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_events.py:217(Response)
        3    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\futures.py:384(_call_check_cancel)
        4    0.000    0.000    0.000    0.000 {method 'put' of '_queue.SimpleQueue' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1228(stream)
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\queues.py:47(_init)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\starlette\routing.py:664(startup)
        7    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        3    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\transports.py:19(get_extra_info)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_state.py:250(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\concurrent\futures\thread.py:41(__init__)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\construction.py:416(extract_array)
       12    0.000    0.000    0.000    0.000 {method 'cancelled' of '_asyncio.Task' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\json\encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\dateutil\parser\_parser.py:380(validate)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_model_construction.py:264(__prepare__)
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\inspect.py:209(ismethoddescriptor)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_core_utils.py:65(is_function_with_inner_schema)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_schema_generation_shared.py:103(resolve_ref_schema)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_generate_schema.py:789(_unpack_refs_defs)
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:1437(_allow_reckless_class_checks)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\starlette\_exception_handler.py:32(wrap_app_handling_exceptions)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_events.py:175(InformationalResponse)
        4    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\locks.py:178(is_set)
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\windows_events.py:878(__del__)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_receivebuffer.py:53(__iadd__)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_state.py:358(start_next_cycle)
        3    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:1983(overload)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\starlette\middleware\errors.py:140(__init__)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\common.py:152(cast_scalar_indexer)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\arrays\datetimes.py:2310(_construct_from_dt64_naive)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\uvicorn\loops\auto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        3    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\base_events.py:674(is_closed)
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\trsock.py:84(getpeername)
